,char_img,characters,id,img,lesson_pos,level,mean_mne,meanings,updated,url
480,,?,405,,2,level_48,This radical is the same as the kanji. It means <radical>sunlight</radical>.,Sunlight,2019-12-31T06:03:53.488344Z,https://www.wanikani.com/radicals/sunlight
481,,?,406,,0,level_49,This radical is the same as the kanji. It means <radical>times</radical>.,Times,2019-12-31T06:03:53.512292Z,https://www.wanikani.com/radicals/times
482,,?,407,,1,level_49,"This radical looks like a small animal (<ja>?</ja>) has a crab (<ja>?</ja>) sticking out of it. Often when a crab is eating a small animal, that small animal was put inside a crab trap to catch the crab, luring it in with the small animal. That's why this radical is <radical>crab trap</radical>.",Crab Trap,2020-01-31T23:45:01.847070Z,https://www.wanikani.com/radicals/crab-trap
483,,?,8857,,2,level_49,This radical is the same as the kanji. It means <radical>wild</radical>.,Wild,2019-12-31T06:08:19.547165Z,https://www.wanikani.com/radicals/wild
484,,?,409,,0,level_50,This radical is the same as the kanji. It means <radical>name</radical>.,Name,2019-12-31T06:03:53.591087Z,https://www.wanikani.com/radicals/name
485,,?,410,,1,level_50,"Although a little bit modified, there is a turtle shell that's on a mustache with this radical. The only thing with a mustache that hangs around turtles is Splinter, the giant rat from Teenage Mutant Ninja Turtles. So this radical is <radical>Splinter</radical> (the giant rat).",Splinter,2019-12-31T06:03:53.616019Z,https://www.wanikani.com/radicals/splinter
486,https://cdn.wanikani.com/images/1427-subject-8797-normal-weight-black-original.png?1520988612,,8797,125,2,level_50,"Inside this guy's forehead you have a spoon and a bunch of hair, not to mention whatever that is in the top left. That's the mind of a <radical>psychopath</radical> right there.",Psychopath,2019-12-31T06:08:17.670429Z,h
487,,?,432,,0,level_51,This radical is the same as the kanji. It means <radical>stomach</radical>.,Stomach,2019-12-31T06:03:54.235984Z,https://www.wanikani.com/radicals/stomach
488,,?,426,,0,level_52,"This radical is made of dirt, legs, and winter. If you have to bury your legs in the dirt in winter, it's probably because you got <radical>frostbite</radical>. You had to leave your dead legs behind. :(",Frostbite,2019-12-31T06:03:54.056163Z,https://www.wanikani.com/radicals/frostbite
489,,?,438,,0,level_53,This radical is the same as the kanji. It means <radical>tall</radical>.,Tall,2019-12-31T06:03:54.446052Z,https://www.wanikani.com/radicals/tall
490,,?,8832,,0,level_55,This radical is the same as the kanji. It means <radical>doubt</radical>.,Doubt,2019-12-31T06:08:18.748258Z,https://www.wanikani.com/radicals/doubt
491,,?,434,,0,level_57,This looks like a box with something sticking out of it. When something is sticking out of something else it's <radical>convex</radical>.,Convex,2019-12-31T06:03:54.305037Z,https://www.wanikani.com/radicals/convex
492,,?,435,,1,level_57,It looks like there is a dent in this box. When there is a hole or a dent in something it's called <radical>concave</radical>.,Concave,2019-12-31T06:03:54.339988Z,https://www.wanikani.com/radicals/concave
493,,?,436,,0,level_59,This radical is the same as the kanji. It means <radical>below</radical>.,Below,2019-12-31T06:03:54.376992Z,https://www.wanikani.com/radicals/below
494,,?,437,,0,level_60,This radical is the same as the kanji. It means <radical>courage</radical>.,Courage,2019-12-31T06:03:54.412772Z,https://www.wanikani.com/radicals/courage
