,char_img,characters,id,img,lesson_pos,level,mean_mne,meanings,updated,url
99,,?,91,,0,level_4,"There's an eyeball on top of some legs. When your eyes get taken places (on legs, in this case), your eyes are <radical>see</radical>ing those things. That's why this radical means see.",See,2019-12-31T06:03:45.570878Z,https://www.wanikani.com/radicals/see
100,,?,92,,0,level_4,"There are some legs and fins under the dirt. Imagine yourself looking at all of these severed limbs... there's blood everywhere. No matter how deep you dig, everything is stained <radical>red</radical>.",Red,2019-12-31T06:03:45.592351Z,https://www.wanikani.com/radicals/red
101,,?,93,,0,level_4,Doesn't this look like a top-down view of the frame of a <radical>car</radical>? There are the rods that make up the base of the car and things for the wheels to go on. That's why this radical is the car radical.,Car,2020-02-28T20:34:14.734200Z,https://www.wanikani.com/radicals/car
102,,?,94,,0,level_4,"There's a giant eye on top of some fins. Imagine this giant eye to be on top of a clam or a mussel. It has little fins, which it runs around on, escaping from your every attempt to capture it. That's why this is the <radical>shellfish</radical> radical.",Shellfish,2020-02-11T18:42:41.405077Z,https://www.wanikani.com/radicals/shellfish
103,,?,95,,0,level_4,Do you see the dude doing a flying dragon kick to the right? What does he hit the target with? Obviously it's his <radical>foot</radical>.,Foot,2019-12-31T06:03:45.657450Z,https://www.wanikani.com/radicals/foot
104,,?,96,,0,level_4,"If you see this radical in a kanji, you'll want to think of the opposite of whatever other radicals there are. It looks a lot like ""below,"" but guess what? It's <radical>not</radical> the below radical. It's just not.",Not,2019-12-31T06:03:45.677475Z,https://www.wanikani.com/radicals/not
105,,?,97,,0,level_4,"The <radical>samurai</radical> radical looks a lot like the dirt radical. The difference is in the top horizontal line. For samurai, the top is longer because he's holding swords. Dirt can't really hold anything because its arms are too short. So when you see this radical, think: long arms for some long swords. That's a samurai!",Samurai,2019-12-31T06:03:45.699686Z,https://www.wanikani.com/radicals/samurai
106,,?,98,,0,level_4,"Not to be confused with a rice paddy (<ja>?</ja>). This is just raw <radical>rice</radical>, like the grain that grows out of the ground when rice is raw and fresh. When rice is particularly ripe, it'll kind of look like this at the top of the stalks. See the long leaves with the little rice tufts at the top? That's why this radical is ""rice.""",Rice,2019-12-31T06:03:45.724211Z,https://www.wanikani.com/radicals/rice
107,,?,99,,0,level_4,"The leader (<ja>?</ja>) radical has a little something extra on top of him, holding him down, holding him back. It's causing him to wait... it's causing him to <radical>loiter</radical>.",Loiter,2019-12-31T06:03:45.744643Z,https://www.wanikani.com/radicals/loiter
108,,?,100,,0,level_4,"You'll have to complete the line on the right side in your mind, but see the rectangle <radical>bed</radical> and the pillows? This is totally a bed. That missing line is where you pulled back the sheets when you got up this morning.",Bed,2019-12-31T06:03:45.766304Z,https://www.wanikani.com/radicals/bed
109,,?,101,,0,level_4,"Obviously, this looks just like the good ol' 3.14 something-something all people are supposed to learn about. It's the math symbol that has to do with circles... <radical>pi</radical>!",Pi,2019-12-31T06:03:45.785783Z,https://www.wanikani.com/radicals/pi
110,,?,116,,0,level_4,See the <radical>cliff</radical>? It's facing towards the west. What ocean is to your west? That's the direction this cliff is facing.,Cliff,2019-12-31T06:03:46.181548Z,https://www.wanikani.com/radicals/cliff
111,,?,154,,0,level_4,"This king has a drop of water floating above his head. That's because he's not just a king, he's the <radical>master</radical> of water. Master of elements. Master of ALL THINGS!",Master,2019-12-31T06:03:47.075229Z,https://www.wanikani.com/radicals/master
112,,?,211,,0,level_4,"Do you know how the bottom of an <radical>umbrella</radical> is shaped? It has a hook that curls around for the handle. So when you see this radical, you should think of the bottom of an umbrella, which will help you remember that it means umbrella.",Umbrella,2019-12-31T06:03:48.324310Z,https://www.wanikani.com/radicals/umbrella
113,https://cdn.wanikani.com/images/1119-subject-8766-normal-weight-black-original.png?1520987779,,8766,181,0,level_4,"Doesn't this look like someone on their knees, holding their hands out (clasped) and begging for something (money, their life, etc.)? That's why this radical is known as the <radical>beggar</radical>.",Beggar,2019-12-31T06:08:16.549787Z,h
114,https://cdn.wanikani.com/images/1128-subject-8767-normal-weight-black-original.png?1520987802,,8767,182,0,level_4,"Can you see the <radical>horns</radical>? You could put these horns on anything. Donkeys, people, monkeys, and so on. That's exactly what we'll be doing when we learn kanji that have horns too.",Horns,2020-01-13T12:31:04.478928Z,h
115,https://cdn.wanikani.com/images/1141-subject-8768-normal-weight-black-original.png?1520987835,,8768,183,0,level_4,"On the ground there are a bunch of <radical>spikes</radical> coming out. You wouldn't want to step on those now, would you?",Spikes,2020-01-21T22:13:19.831438Z,h
116,,?,103,,0,level_5,"You've seen one drop (<ja>?</ja>), but what happens when you triple this and have three drops, which happens to be the maximum number of drops you can have? You end up with a devastating <radical>tsunami</radical>, because there's too much water and nowhere for it to go. Just think of this as a lot of water. When you have a lot of water, you have a tsunami.",Tsunami,2020-02-03T01:29:44.608754Z,https://www.wanikani.com/radicals/tsunami
117,,?,104,,1,level_5,See the slide going into the dirt? That's where they throw your body when you die. It's actually a <radical>coffin</radical>!,Coffin,2019-12-31T06:03:45.847275Z,https://www.wanikani.com/radicals/coffin
118,,?,105,,2,level_5,"You know <radical>Wolverine</radical> from the X-Men? He has three claws that come out of his hand whenever he needs to fight, not at all unlike the radical you see here.",Wolverine,2019-12-31T06:03:45.868440Z,https://www.wanikani.com/radicals/wolverine
119,,?,106,,3,level_5,You have <ja>?</ja> plus <ja>?</ja>... what do you get when you add these two kanji together? You get <radical>twenty</radical>.,Twenty,2019-12-31T06:03:45.888880Z,https://www.wanikani.com/radicals/twenty
120,,?,107,,4,level_5,"See the criss-cross in the pseudo-square shape? That's the frames of a big <radical>window</radical> you can look out of. It's not perfectly shaped like a rice field, it's more artistic. That's why this is a window and <ja>?</ja> is not.",Window,2019-12-31T06:03:45.909249Z,https://www.wanikani.com/radicals/window
121,,?,108,,5,level_5,"Inside your head, you can only think about people, people, and more people. This is bad, because really all you want is their <radical>meat</radical>, because you're some kind of sick cannibal... you monster. When you think of ""people"" in your head, you're really just thinking about more meat you can eat.",Meat,2019-12-31T06:03:45.929341Z,https://www.wanikani.com/radicals/meat
122,,?,109,,6,level_5,"That little fleck / drop on your eye is what makes you unique. It's what makes you your <radical>self</radical>. It's you, you know?",Self,2019-12-31T06:03:45.950166Z,https://www.wanikani.com/radicals/self
123,,?,110,,7,level_5,"The bed you get in prison is the only thing with <radical>color</radical> you'll see while you're there. Picture a dark, dank cell. Maybe a toilet too. Now picture a bright, colorful bed against the wall. This is the only joy you have.",Color,2019-12-31T06:03:45.970940Z,https://www.wanikani.com/radicals/color
124,,?,111,,8,level_5,"You have the radicals for loiter, two, and barb. Someone who uses two barbs on you while you're loitering really wants you to <radical>GO</radical>!! GO on, stop loitering outside of my convenience store, ya dang kids!",Go,2019-12-31T06:03:45.990431Z,https://www.wanikani.com/radicals/go
125,,?,112,,9,level_5,"You have pi coming out of a mouth. ""3.14,"" it says. We must take the secret of the circle with us, away from here. We must go to a magical place where nobody will persecute us for our math... a place to the <radical>West</radical>!",West,2019-12-31T06:03:46.011167Z,https://www.wanikani.com/radicals/west
126,,?,113,,10,level_5,"There's something hooked going into a mouth. Rather than a hook, though, it's a <radical>lip ring</radical>. They used to use fish hooks and nails in the old days. (Glad we don't live in those times anymore!)",Lip Ring,2019-12-31T06:03:46.032915Z,https://www.wanikani.com/radicals/lip-ring
127,,?,114,,11,level_5,This radical is a <radical>scooter</radical>. See the handlebars and the little light? And there's a platform at the bottom you can stand or sit on (if it's one of those nice motorized ones).,Scooter,2020-01-17T19:14:21.965033Z,https://www.wanikani.com/radicals/scooter
128,,?,115,,12,level_5,"This is a strange looking axe, I know. But think of it this way: the letter ""T"" is in the cliff. What is the ""T""? Of course it has to be Mr. T, who's super awesome. Think of Mr. T wielding a terrifying axe, running after you screaming, ""I pity the fool!"" while trying to chop you down. That makes for a pretty terrifying <radical>axe</radical>.",Axe,2019-12-31T06:03:46.120475Z,https://www.wanikani.com/radicals/axe
129,,?,117,,13,level_5,There are a bunch of sound waves coming out of a mouth. Those waves represent the things you <radical>say</radical>.,Say,2020-02-11T13:58:49.198652Z,https://www.wanikani.com/radicals/say
130,,?,118,,14,level_5,"There's two sets of spikes underneath that hat. It's actually a trap, to prevent anyone from coming in and stealing your <radical>gold</radical>. Why else would you make a trap? Everyone likes to protect their gold.",Gold,2019-12-31T06:03:46.255642Z,https://www.wanikani.com/radicals/gold
131,,?,119,,15,level_5,The towel is getting soaked with drops of liquid. That's because it's <radical>rain</radical>ing. Get your towels and other clothes inside before they get soaked through from this rain!,Rain,2019-12-31T06:03:46.288193Z,https://www.wanikani.com/radicals/rain
132,,?,120,,16,level_5,"You have life on top of the moon (ignore that life is missing its little slide on the left side). What would life on the moon look like? Well, first of all, they have no air, so they probably look pretty <radical>blue</radical> from asphyxiation. When you meet them, it turns out you're right. They're a civilization of blue people. Imagine them all living up there, being blue and Smurfy.",Blue,2019-12-31T06:03:46.314939Z,https://www.wanikani.com/radicals/blue
133,,?,121,,17,level_5,See the <radical>mustache</radical> going around the mouth? I wish I could grow a sweet mustache like this.,Mustache,2020-02-24T19:44:13.528005Z,https://www.wanikani.com/radicals/mustache
134,,?,122,,18,level_5,"This is a very oddly shaped <radical>key</radical>, but it's a key nonetheless.",Key,2019-12-31T06:03:46.363076Z,https://www.wanikani.com/radicals/key
135,,?,123,,19,level_5,"Remember the radical for drop (of liquid)? This is two drops instead of one. When you see two drops, you should think, ""the next stage of water."" What is the next stage? Why, that is <radical>ice</radical>.",Ice,2019-12-31T06:03:46.384329Z,https://www.wanikani.com/radicals/ice
136,,?,124,,20,level_5,"See the person <radical>run</radical>ning? Don't confuse this with foot (<ja>?</ja>), though. The head is just a streak because this person is running so fast.",Run,2019-12-31T06:03:46.404207Z,https://www.wanikani.com/radicals/run
137,,?,125,,21,level_5,This is a rice paddy with dirt around it. This is the perfect place to set up a <radical>village</radical>. You have a place to farm and some dirt to live on. What else could you need?,Village,2019-12-31T06:03:46.427597Z,https://www.wanikani.com/radicals/village
138,,?,155,,22,level_5,"Under the hat there are two people <radical>meet</radical>ing in private. Look at them huddled up in there. They must have a reason to want to meet in such a private place, but that's not for you to judge. Maybe next time you have to meet with someone you'll hide under a hat with them too.",Meet,2019-12-31T06:03:47.096146Z,https://www.wanikani.com/radicals/meet
139,,?,171,,23,level_5,"Think of an old-style <radical>lantern</radical>. It's on top of a few legs (you can only see two from this angle) and it's in a box shaped holder at the top. You can imagine these lining the streets before electricity, right? That's why this radical is a lantern.",Lantern,2020-01-28T23:20:09.786190Z,https://www.wanikani.com/radicals/lantern
140,,?,213,,24,level_5,"This radical already looks like a pair of wings, right? What are on wings? Well, usually lots of <radical>feathers</radical>.",Feathers,2019-12-31T06:03:48.366064Z,https://www.wanikani.com/radicals/feathers
141,https://cdn.wanikani.com/images/1165-subject-8769-normal-weight-black-original.png?1520987896,,8769,189,25,level_5,"This is a roof with extra spikes / horns on it. Who was famous for having spiked roofs, spiked helmets, spiked boats?! The Vikings! That's why this is the <radical>Viking</radical> radical.",Viking,2019-12-31T06:08:16.782152Z,h
142,https://cdn.wanikani.com/images/1153-subject-8770-normal-weight-black-original.png?1520987866,,8770,190,26,level_5,"These are legs that are bending funny. They're bending so they can <radical>kick</radical> you! Imagine someone doing a flying kick at you. Look at their legs and, ah yes, it looks just like this!",Kick,2019-12-31T06:08:16.810550Z,h
143,,L,56,,0,level_6,"This L-shaped radical is the <radical>lion</radical> radical, because ""L is for Lion."" It also looks like a lion's mouth being opened really, really wide. Imagine a lion opening its mouth to yawn. It looks like this radical!",Lion,2019-12-31T06:03:44.796596Z,https://www.wanikani.com/radicals/lion
144,,?,127,,0,level_6,"This <radical>box</radical> is open. There could be any number of things inside, but for now all you need to know is the meaning of this radical, which is box.",Box,2019-12-31T06:03:46.468815Z,https://www.wanikani.com/radicals/box
145,,?,128,,0,level_6,This is a <radical>knife</radical>. See how it has two sharp sides? And there's a little handle at the bottom for the... well the handle. Be careful you don't cut yourself!,Knife,2020-02-10T20:16:35.867531Z,https://www.wanikani.com/radicals/knife
146,,?,129,,0,level_6,There's a <radical>ladle</radical> scooping up two drops of liquid. See the handle and the scoop part of the ladle? Imagine ladling some water into your mouth. Mmm.,Ladle,2019-12-31T06:03:46.512971Z,https://www.wanikani.com/radicals/ladle
147,,?,130,,0,level_6,"First of all, there's a cross making up the middle, which automatically makes this a religion-based radical. That cross is the frame of someone's body and the things coming off of it are wings. This is an <radical>angel</radical>.",Angel,2019-12-31T06:03:46.536521Z,https://www.wanikani.com/radicals/angel
148,,?,131,,0,level_6,This radical looks like the fire from the burner of a stove or the steam coming up off of a pot of water. That's because this is the <radical>boil</radical> radical. You need to boil a bunch of water over some flames. This radical looks like all of those parts at once!,Boil,2019-12-31T06:03:46.557720Z,https://www.wanikani.com/radicals/boil
149,,?,132,,0,level_6,"The evening radical is under the ground. Who's doing things underground at night? The <radical>Yakuza</radical>. Picture Yakuza members sneaking around in the subway, or in the sewers. They're definitely up to no good down there.",Yakuza,2020-01-29T01:13:43.660209Z,https://www.wanikani.com/radicals/yakuza
150,,?,133,,0,level_6,"There's a head with a little bit of hair on the top. There's also one big eye in the middle. Only one creature has a head like this, and that creature is the <radical>cyclops</radical>.",Cyclops,2019-12-31T06:03:46.600874Z,https://www.wanikani.com/radicals/cyclops-133
151,,?,134,,0,level_6,"This is like one of those <radical>jet</radical>s that have the little nose-wings going on too. Imagine you're looking at the jet from the top down, this is what it would look like. It's also why this is the jet radical.",Jet,2019-12-31T06:03:46.625235Z,https://www.wanikani.com/radicals/jet
152,,?,135,,0,level_6,This is a tree with a slide cutting off the top. What do you cut off the top of trees and plants? The <radical>grain</radical>s. Imagine taking a sickle and slicing the grains off rice or wheat. The plant you leave behind will look like this radical. It's a sign that you got a grain of some sort from it.,Grain,2019-12-31T06:03:46.647795Z,https://www.wanikani.com/radicals/grain
153,,?,136,,0,level_6,This is a <radical>sheep</radical> and you're looking at it from above. See the two ears and the body of the sheep going back (with all its wool poking out to the side) and then the little tail sticking out the back. What a cute sheep!,Sheep,2019-12-31T06:03:46.673672Z,https://www.wanikani.com/radicals/sheep
154,,?,137,,0,level_6,"There's a little speck of something on your plate (<ja>?</ja>). ""What is that?"" you ask. Oh no... that speck is <radical>BLOOD</radical>!!! I hope it's blood from a nosebleed you suddenly have and not someone else's blood. (Your waiter is probably gonna get fired, btw.) At least your platelets should stop the bleeding soon. Haha, get it? PLATE-lets? Japanese blood jokes.",Blood,2019-12-31T06:03:46.698689Z,https://www.wanikani.com/radicals/blood
155,,?,138,,0,level_6,"You have a modified key radical on top of the kick radical. You kick the key as far as you can, then measure the distance. How <radical>long</radical> did it travel? How long will it take you to find it? How long will you be in trouble for kicking a key into the woods?",Long,2019-12-31T06:03:46.720513Z,https://www.wanikani.com/radicals/long
156,,?,139,,0,level_6,You put on your hat and go outside to kick something white. It's a big white goose and you killed it with your kick. That's because you're going to cook and <radical>eat</radical> it. Yum!,Eat,2019-12-31T06:03:46.741983Z,https://www.wanikani.com/radicals/eat
157,,?,141,,0,level_6,"This radical is just like the katakana character ""ma"" (<ja>?</ja>). So let's keep things simple and make the radical <radical>mama</radical>.",Mama,2020-01-17T19:14:22.033467Z,https://www.wanikani.com/radicals/mama
158,,?,142,,0,level_6,"There's a person in a prison. Why is this person in prison? Because they <radical>lack</radical> the stuff humans need to be around other humans. If you're lacking something (kindness, self-control, etc.) you may do something that makes other people put you in prison. Try to fix what you lack so this won't happen to you.",Lack,2019-12-31T06:03:46.810736Z,https://www.wanikani.com/radicals/lack
159,,?,143,,0,level_6,"Someone has a toe in their mouth. They are a fortune teller telling your <radical>fortune</radical>. But for her to do it, she has to take one of your toes and taste it. This better be a good fortune for you to let someone put your foot in their mouth.",Fortune,2019-12-31T06:03:46.833205Z,https://www.wanikani.com/radicals/fortune
160,,?,144,,0,level_6,"This looks like a tail with some hairs coming off of it. It shouldn't be confused with fingers though, because it's curved, and the things sticking out are more erratic, like hair or fur would be. That's why this radical is the <radical>animal</radical> radical.",Animal,2019-12-31T06:03:46.858476Z,https://www.wanikani.com/radicals/animal
161,,?,156,,0,level_6,There are some horns on the ground that you want for yourself. You pick them up and you attach them to your <radical>neck</radical>. Imagine these horns sticking out of your neck. No one can slit your throat now that your neck is protected.,Neck,2019-12-31T06:03:47.117582Z,https://www.wanikani.com/radicals/neck
162,,?,174,,0,level_6,Something is sticking out of a mouth. Something with a thousand little tastebuds on it. It's your <radical>tongue</radical>!,Tongue,2019-12-31T06:03:47.496568Z,https://www.wanikani.com/radicals/tongue
163,,?,212,,0,level_6,"There's a lid on a lion. And you're stuck under the lid with the lion, which means you will surely meet your <radical>death</radical>. Or if you don't want to die, think of the poor lion. If you leave a lion under a lid for too long, death will come for it too. Either way, somebody's gonna die today.",Death,2019-12-31T06:03:48.345537Z,https://www.wanikani.com/radicals/death
164,,?,267,,0,level_6,"You already learned the kanji ?, which means city. We're treating it as a radical too, since it pops up in many other kanji. When used as a radical, it still means <radical>city</radical>. ",City,2020-02-10T21:48:50.336460Z,https://www.wanikani.com/radicals/city
165,,?,145,,0,level_7,"This radical looks a little like the letter P, right? It's a P printed onto something... wait, it's not printed, it's a <radical>stamp</radical> that's been put on the paper. Peter Parker likes to use stamps instead of pens.",Stamp,2019-12-31T06:03:46.882788Z,https://www.wanikani.com/radicals/stamp
166,,?,146,,1,level_7,"The radicals ground and big make up this radical. There's a big guy on the ground... who is that big guy? Embarrassingly, it's your <radical>husband</radical>. Feel the shame that he got knocked down on the ground. By what? Who? How? (It doesn't matter.)",Husband,2019-12-31T06:03:46.903093Z,https://www.wanikani.com/radicals/husband
167,,?,147,,2,level_7,This looks like a little tamagotchi or (if you aren't a 90s kid) a duck. What do both of these critters have in common? They have really crazy <radical>clan</radical> followings. And the people who enjoy them (tiny pocket games or watching quacking duckies) create clans that get together and share their experiences. Which clan are you a part of?,Clan,2019-12-31T06:03:46.925071Z,https://www.wanikani.com/radicals/clan
168,,?,148,,3,level_7,"Your mama has been impaled on something! You run toward her and see that she's been impaled on a <radical>spear</radical>. Mama, no!",Spear,2019-12-31T06:03:46.950845Z,https://www.wanikani.com/radicals/spear
169,,?,149,,4,level_7,This looks like a <radical>boat</radical> coming toward you in the water. See the billowing sail and the reflection off the water? That's what boats look like.,Boat,2019-12-31T06:03:46.972093Z,https://www.wanikani.com/radicals/boat
170,,?,150,,5,level_7,"In a prison on a rice paddy they're boiling something. What do you think it is? <radical>Fish!</radical>. What goes better with rice? What's easy to find, making it cheap prison food? Fish, of course!",Fish,2019-12-31T06:03:46.992974Z,https://www.wanikani.com/radicals/fish
171,,?,151,,6,level_7,See the cool wing on the bottom? See the head with the neat feather coming out of the top? This is a <radical>bird</radical>. Tweet tweet!,Bird,2019-12-31T06:03:47.014113Z,https://www.wanikani.com/radicals/bird
172,,?,152,,7,level_7,"Flowers that grow out of the ground of a rice paddy after you bury fins there will grow <radical>yellow</radical>. Why? Because yellow is the color of a fish's soul, so planting flowers over their fins will turn them into a nice, pretty yellow. ",Yellow,2020-02-10T22:01:09.350486Z,https://www.wanikani.com/radicals/yellow
173,,?,153,,8,level_7,"If you boil a village everything will turn <radical>black</radical>. Mostly because you're a crazed murderer, but more so because when you boil a village all the roads melt and coat everything in black tar. Picture it! It looks like Pompeii. (Oof, too soon?)",Black,2019-12-31T06:03:47.054848Z,https://www.wanikani.com/radicals/black
174,,?,169,,9,level_7,"Put some dirt around your head and in your mouth to figure out your head's <radical>circumference</radical>. When you pull your head out you'll have the perfect shape of your head, making measuring the circumference easy. Oh, and the dirt in your mouth? That's just for the taste.",Circumference,2019-12-31T06:03:47.382817Z,https://www.wanikani.com/radicals/circumference
175,,?,173,,10,level_7,"See the <radical>wing</radical>? It's kind of like a bat wing with webbing. Either way, it's just a wing.",Wing,2019-12-31T06:03:47.476731Z,https://www.wanikani.com/radicals/wing
176,,?,177,,11,level_7,What happens when you put a flat surface on top of a pair of legs? You get a <radical>table</radical>.,Table,2020-01-17T21:54:39.129308Z,https://www.wanikani.com/radicals/table
177,,?,192,,12,level_7,"This radical looks kind of like a <radical>temple</radical> on a hill, don't you think? With all the layers, n' stuff? Just picture that first horizontal line as the base of the ornate temple balancing on that hill underneath it and you'll have no problem remembering this radical.",Temple,2019-12-31T06:03:47.921064Z,https://www.wanikani.com/radicals/temple
178,,?,214,,13,level_7,"This radical already looks like a <radical>gate</radical>, right? Just imagine a big gate with two pillars, one on either side. Then, up above are the doors, which can come down at any moment.",Gate,2020-02-26T04:00:11.664829Z,https://www.wanikani.com/radicals/gate
179,,?,228,,14,level_7,"This looks a bit like a backwards S. S for Self. But it's backwards because you didn't want to mix yourself up with any of the other selves out there, so you flipped it. That's why it means <radical>oneself</radical>. (That's you!)

This radical will appear as things like yourself, herself, etc., so keep that in mind!",Oneself,2019-12-31T06:03:48.693650Z,https://www.wanikani.com/radicals/oneself
180,,?,233,,15,level_7,"You have the animal radical in this already, that should be a clue. What kind of animal is it? It's in the ground, covered in mud. Also, there are toes laying around with it, because this animal will eat anything (good way to get rid of bodies... I hear). So what's this animal that's covered in mud and eats toes because it will eat anything? It's a <radical>pig</radical>!",Pig,2019-12-31T06:03:48.803254Z,https://www.wanikani.com/radicals/pig
181,,?,418,,16,level_7,This radical is made up of coffin and child. To keep a child out of a coffin they'll need a good <radical>teacher</radical> to make sure they know not to stick forks in outlets or dance in traffic. That's why this radical is a teacher.,Teacher,2019-12-31T06:03:53.816231Z,https://www.wanikani.com/radicals/teacher
182,,?,419,,17,level_7,This radical looks just like a top hat. That's why it's <radical>top hat</radical>!,Top Hat,2019-12-31T06:03:53.842381Z,https://www.wanikani.com/radicals/top-hat
183,,?,157,,0,level_8,There's a flat line for where the hand was cut off. In it is a <radical>hook</radical> like a pirate might have. Yarrrr.,Hook,2019-12-31T06:03:47.140224Z,https://www.wanikani.com/radicals/hook
184,,?,158,,1,level_8,"There's two ways to remember this one. First, you could look at this and see it's a coiled up <radical>snake</radical>. Or, if you want, you can imagine it as a snake head, with its face facing to the right (see its open mouth?). We may use either when learning a kanji, but for now you can pick the one that fits best with your memorization style. Just make sure you get to snake when you see this radical.

*Also note that sometimes the coil isn't totally completed (where it connects in the middle of the vertical line).",Snake,2019-12-31T06:03:47.161221Z,https://www.wanikani.com/radicals/snake
185,,?,159,,2,level_8,"This is the radical for <radical>cloud</radical>. See how the cloud is puffy on the bottom but has two lines up top? That's because a plane flew through it. If humans didn't invent planes, this cloud radical might look different. Really makes you think, huh?",Cloud,2019-12-31T06:03:47.181386Z,https://www.wanikani.com/radicals/cloud
186,,?,160,,3,level_8,"Stick a table on top of a stool and you end up with a very dangerous <radical>weapon</radical>. Imagine hitting someone with this thing! Or, even better, imagine making someone sit on it. They'd be crushed mentally and emotionally and whatnot. Now that's a scary weapon.",Weapon,2019-12-31T06:03:47.201305Z,https://www.wanikani.com/radicals/weapon
187,,?,161,,4,level_8,This radical is made up of two slightly different versions of the spoon radical (which you should already know). Look closely at these two spoons. <radical>Compare</radical> their differences. Like one of those magazines where you compare two similar pictures. But this time it's with spoons.,Compare,2019-12-31T06:03:47.220821Z,https://www.wanikani.com/radicals/compare
188,,?,163,,5,level_8,"This is a <radical>net</radical>, spread out over the water. Imagine all the fish you can catch in this net!",Net,2020-01-21T21:40:09.693319Z,https://www.wanikani.com/radicals/net
189,,?,164,,6,level_8,"Most of this radical is just the rice radical, but the top part is something coming to cut the rice from its stalk. That, my friend, is the <radical>sickle</radical>. See how the rice is still there? That's because it's in motion. The sickle is literally doing the cutting RIGHT NOW! (And don't confuse this with the grain <ja>?</ja> radical!)",Sickle,2019-12-31T06:03:47.281939Z,https://www.wanikani.com/radicals/sickle
190,,?,165,,7,level_8,"Don't confuse this radical with the bird <ja>?</ja> radical. It looks similar, with the wing on the bottom and the shape on top, but it doesn't have a feather sticking out of the top of its head and it has a long, thick neck. So while it moves fast like it has wings, it's no bird, it's a <radical>horse</radical>.",Horse,2020-01-17T19:57:13.106339Z,https://www.wanikani.com/radicals/horse
191,,?,170,,8,level_8,"You have a roof on top of what looks like a volcano. What is the roof covering on the top of the volcano? Why, it's definitely covering the <radical>hole</radical> at the top. I guess someone thought if they built a roof on the volcano hole, none of the lava could come out.",Hole,2019-12-31T06:03:47.402865Z,https://www.wanikani.com/radicals/hole
192,,?,172,,9,level_8,"If you have wings, flying to the sun will be <radical>easy</radical>. If you try to get there with your wingless, human-body it will not be so easy.",Easy,2019-12-31T06:03:47.452724Z,https://www.wanikani.com/radicals/easy
193,,?,216,,10,level_8,"You find a hat on the ground with a mouth as the design on the front. You think it looks weird, but when you put it on, you find it <radical>suit</radical>s you quite well. Imagine yourself feeling not so sure about this hat at first. But, once you put it on, you feel pleasantly surprised.",Suit,2020-02-26T22:23:20.529502Z,https://www.wanikani.com/radicals/suit
194,,?,217,,11,level_8,"This radical is a <radical>cage</radical> because it's covered on all sides but one (the one open side is where the cage door or gate is). There's nothing inside this cage because there's no gate, and whatever was inside has gotten out. I hope it wasn't rabid...",Cage,2019-12-31T06:03:48.450815Z,https://www.wanikani.com/radicals/cage
195,https://cdn.wanikani.com/images/1199-subject-8771-normal-weight-black-original.png?1520987974,,8771,177,12,level_8,See the rolling <radical>hills</radical> with the road going off into the background to another hill? That's why this is the hills radical.,Hills,2019-12-31T06:08:16.843139Z,h
196,https://cdn.wanikani.com/images/973-subject-8780-normal-weight-black-original.png?1520987373,,8780,178,13,level_8,"This is a <radical>cape</radical>, like the kind a superhero would wear. See how it's hanging to the side? Imagine tying it around your neck and running around so it flies behind you.",Cape,2019-12-31T06:08:17.135740Z,h
197,,?,166,,0,level_9,"This radical kind of looks like an arrow, but not an ordinary one. It's curvy and forced, right? Like it's trying to tell you something is being <radical>jammed in</radical> to wherever it's pointing.",Jammed In,2019-12-31T06:03:47.321819Z,https://www.wanikani.com/radicals/jammed-in
198,,?,167,,1,level_9,"A mouth that's talking about treasure... that sounds more like ancient <radical>history</radical> to me. Just because there was treasure buried all over the place back in history, doesn't mean it wasn't found by now. Don't let history take over your life, like it has the person who owns this mouth.",History,2019-12-31T06:03:47.342246Z,https://www.wanikani.com/radicals/history
199,,?,168,,2,level_9,"Kind of a strange <radical>tent</radical>, I'll admit, but one that will protect you from things trying to get in (that's why it has all the spikes). It's the best you can do, considering you're in a cloth/plastic building.",Tent,2019-12-31T06:03:47.362947Z,https://www.wanikani.com/radicals/tent
200,,?,175,,3,level_9,<radical>Clown</radical>s do weird tricks. One trick they might do is stand on their mouth (or stand on someone else's mouth). Imagine a clown doing either one of these things to remember this radical: clown.,Clown,2019-12-31T06:03:47.517859Z,https://www.wanikani.com/radicals/clown
201,,?,176,,4,level_9,"This radical looks like a curvy letter B. What does B stand for? <radical>Building</radical>! This radical is used in a lot of kanji to mark that it's a building, or that it has something to do with buildings.",Building,2019-12-31T06:03:47.570118Z,https://www.wanikani.com/radicals/building
202,,?,178,,5,level_9,"You're standing up on top of a cross. Why? Because you ate something so <radical>spicy</radical> that it caused you to beg Jesus for mercy. You need to save your mouth from the spicy flames. To make sure he hears you, you stand up on the closest cross. Make sure to feel how spicy this is in your mouth to remember it better!",Spicy,2020-01-13T20:21:55.232959Z,https://www.wanikani.com/radicals/spicy
203,,?,188,,6,level_9,"This radical is made up of a thousand villages. If you tried to lift them, what would it be? <radical>Heavy</radical>! And probably crazy. But just remember how heavy a thousand villages would be.",Heavy,2019-12-31T06:03:47.836972Z,https://www.wanikani.com/radicals/heavy
204,,?,218,,7,level_9,This radical is the same as the kanji. It means <radical>anti</radical>.,Anti,2019-12-31T06:03:48.470733Z,https://www.wanikani.com/radicals/anti
205,,?,220,,8,level_9,It's easier to imagine if you turn your head sideways. The left side of this radical is the <radical>brush</radical>. See all the bristles?,Brush,2019-12-31T06:03:48.512893Z,https://www.wanikani.com/radicals/brush
